83221	21328	11121	0	256	0	0	5120
331102	314500	9742	-1	0	1	311296	6400
292686	129272	749	8192	0	0	224256	9992
129328	52379	9297	4096	131	0	116736	4965
34943	6429	15688	8192	131	0	19968	512
347221	18239	7486	8192	256	0	55808	6337
100058	13357	947	0	131	1	0	15360
106262	88319	16202	0	256	1	0	0
340621	114310	4260	-1	131	1	192512	12032
287560	28641	6776	4096	0	1	267008	9472
61858	60073	8750	0	131	0	0	1785
323303	117158	12068	4096	131	1	292096	4096
226005	155377	10418	-1	131	1	73472	5888
245057	13073	8159	4096	131	0	138752	7407
266901	235231	3408	0	256	1	0	12800
254641	210382	8664	-1	131	1	29184	7680
153660	151797	11672	8192	256	1	114432	1863
147535	14825	14341	0	0	1	0	1792
204554	132946	7027	4096	0	1	54016	9216
245631	66407	7389	4096	0	0	82944	7321
131671	6584	15851	4096	256	1	26624	512
253557	63055	581	4096	0	0	39424	14769
117779	28169	14747	-1	0	1	111872	1536
231154	130378	10783	-1	0	0	22528	5376
61678	40373	12794	4096	0	0	10496	587
336566	219117	9663	0	256	0	0	6656
30760	25431	2462	8192	131	1	13312	5329
91145	21184	6778	-1	256	1	62720	9472
158611	78223	3240	-1	131	1	44544	13056
239660	232651	3086	0	256	0	0	7009
122296	79795	12776	-1	131	0	61440	3584
67697	14548	3220	-1	131	0	10752	13056
328794	160567	630	0	0	0	0	15616
324924	281108	15653	-1	131	1	233472	512
346746	331345	4824	-1	131	1	222464	11520
346295	79141	5105	4096	131	1	341760	11264
161210	120246	4389	4096	256	1	4608	11776
120585	52047	155	4096	131	1	108288	16128
320969	212691	3386	8192	131	1	301568	12800
111517	98372	15380	-1	256	1	107520	768
138219	126562	7957	4096	0	0	49664	4510
185388	130824	7574	8192	0	1	14592	8704
209011	137505	32	4096	131	1	193536	16128
182261	92859	10090	4096	131	0	166656	5445
198507	22721	11460	4096	131	1	18688	4864
306463	58317	8108	8192	131	0	275456	7219
134205	112368	8883	-1	256	1	100608	7424
14598	7341	8529	0	256	1	0	7257
254203	189446	9439	-1	256	0	203776	6912
129663	66615	4957	0	256	0	0	11264
321426	137647	12438	-1	0	1	139008	3840
153582	119582	7230	4096	256	0	104704	7394
157469	106712	14180	4096	0	0	140800	2048
74218	53263	16243	4096	131	1	8704	0
313711	54688	3699	0	256	1	0	12544
334066	280492	2132	8192	256	1	246016	14080
309838	248319	7089	-1	131	1	256256	9216
209997	119169	5442	-1	256	0	23808	10752
286172	8035	12432	8192	0	0	104192	157
103525	54519	6623	8192	256	1	67840	9728
308952	126398	8410	0	256	0	0	7936
207212	161234	11618	4096	256	0	157440	2606
197383	92077	4382	4096	0	0	9216	10323
326801	147565	2725	-1	0	1	104960	13568
45913	39881	3570	-1	0	0	18432	5943
311825	44887	8072	0	131	1	0	8192
253282	18590	14924	-1	256	0	140032	1280
198828	70208	13210	8192	256	1	178176	3072
9255	5055	6927	4096	0	0	512	3137
255760	102420	3678	-1	131	1	162304	12544
90221	9281	1190	4096	131	0	84480	11199
164828	149013	7992	-1	0	1	146688	8192
188683	99379	9714	0	131	1	0	6656
107984	68288	12006	-1	131	1	101376	4352
310886	273353	2730	0	0	0	0	13568
109508	12908	2743	8192	131	1	12800	13568
93346	75633	7969	0	131	1	0	8192
177066	79669	13	-1	131	1	130560	16128
319674	108486	2577	4096	131	1	285952	13568
271543	259935	15974	0	131	0	0	256
6602	1715	12924	8192	256	0	4864	3149
58885	34363	7960	0	256	1	0	8192
220793	194987	11773	-1	131	0	94208	4608
124073	29791	8186	0	0	1	0	8192
331701	260358	2278	8192	256	0	179456	9978
136885	114951	12367	0	256	1	0	3840
321817	154375	6646	0	256	0	0	9728
265995	204200	2504	-1	131	1	26112	13824
156123	145231	14433	4096	131	0	73728	1792
78394	71172	14619	0	0	0	0	1536
317164	110998	9045	8192	256	0	237312	3690
289659	264375	6854	8192	256	0	241664	5961
24250	4452	11604	4096	131	0	6144	1692
99715	87932	730	8192	0	0	39680	10372
157569	12779	15888	8192	0	1	6400	256
26243	11773	591	8192	0	1	5632	14470
14005	11594	4393	4096	131	1	8192	2411
329845	204626	163	8192	256	1	295680	16128
81891	22073	1712	8192	256	0	30976	8903
297346	224650	11706	4096	256	1	96256	4608
221561	10485	5263	0	131	0	0	11008
60075	41361	4387	-1	131	0	38144	11776
32239	17693	4399	-1	131	1	12544	11776
99483	75255	13706	0	256	0	0	2560
221459	210343	98	8192	256	1	93184	11116
81374	73537	594	0	256	0	0	7837
276741	189267	1898	0	0	1	0	14336
29138	22529	5920	0	256	0	0	6609
227155	27980	3824	-1	131	0	183552	12544
177604	155023	8354	-1	0	1	1536	7936
121112	41150	2339	0	131	1	0	13824
129002	89228	3783	8192	0	0	89344	116
319177	272712	7257	4096	131	0	317696	5816
215104	160701	15408	8192	0	1	18176	768
67981	35243	1762	0	0	1	0	14592
317330	24688	4329	8192	0	0	216320	8080
168984	110115	10094	4096	0	1	3328	6144
246109	11844	15308	0	0	1	0	1024
7606	7502	4143	0	131	0	0	104
185861	176779	8686	-1	131	1	156672	7680
117240	80546	13065	8192	0	0	15616	1374
97552	25339	6087	4096	256	0	25856	517
226994	160929	5480	-1	0	0	38400	10752
340188	229372	581	-1	0	0	169216	15616
194196	68166	11256	-1	256	1	162048	5120
189966	24084	13264	-1	256	0	48384	3072
117866	16669	7446	-1	256	1	53760	8704
112040	40514	14902	4096	0	0	47616	446
315147	175627	15122	0	0	0	0	1024
44582	33552	1837	-1	131	0	32256	10736
17601	15793	7797	-1	131	1	10752	1808
228689	92815	13478	4096	131	0	159232	1393
89681	40494	8273	0	0	1	0	7936
254046	107035	3447	0	0	0	0	12800
217026	196513	5946	8192	131	0	203776	7263
39707	6577	14589	-1	131	1	27648	1792
228554	217962	3101	4096	131	0	134400	7318
142046	57630	10821	-1	256	0	107008	5376
311656	121456	12061	8192	131	0	209152	1424
253562	27111	1943	-1	0	0	218624	14336
119381	114307	8656	-1	0	1	87296	5074
119613	113192	7604	-1	131	1	41984	6421
339394	12517	8526	8192	0	0	163840	3867
202953	103553	6364	4096	0	0	177152	7039
301452	101256	9015	0	131	1	0	7168
94815	38647	560	4096	131	1	68864	15616
288317	285647	13042	8192	131	1	261376	2670
299825	4826	9105	0	256	1	0	7168
61950	1893	10436	8192	256	0	15104	5888
294884	269909	11737	4096	131	1	145920	4608
9977	7691	571	0	0	0	0	2286
243138	174265	851	-1	256	1	72704	15360
124923	95642	6190	-1	0	0	5120	9984
162882	30260	10040	4096	0	0	26112	2508
174686	174651	12465	4096	131	1	67328	35
344402	313478	9200	4096	131	1	118528	7168
202603	157180	149	0	0	0	0	16128
118222	24233	2194	0	0	1	0	14080
340681	77243	16357	0	0	0	0	0
303189	221315	14096	8192	256	1	51456	2048
74278	16763	7104	4096	0	1	46080	9216
209073	43986	1397	-1	0	1	84224	14848
203859	190189	11510	0	0	1	0	4864
23655	20108	5666	8192	0	1	0	3547
336443	315955	11141	4096	256	1	134400	5120
205206	85937	6591	8192	256	0	151296	4175
300123	282571	4105	8192	0	1	199168	12032
154074	41613	5066	-1	131	1	152320	11264
217463	49885	7603	8192	0	0	214784	7459
24614	8185	8928	0	0	0	0	7424
111285	74453	2568	8192	0	0	18944	7467
74245	27617	442	-1	131	0	52992	15872
70454	34582	7150	0	256	1	0	9216
20410	18989	14169	4096	0	1	3584	1421
298271	222104	15979	-1	256	1	120832	256
205017	99691	6004	0	256	0	0	10240
225883	175625	3427	8192	0	1	195584	12800
267958	145062	10050	0	256	1	0	6144
231032	5629	12547	-1	131	0	195072	3584
67590	58586	8496	0	131	0	0	7680
177505	135810	7589	4096	256	1	169216	8704
343257	149077	16233	0	131	0	0	0
50377	40037	6367	4096	131	0	4352	9115
114022	64179	12562	4096	0	0	68864	1357
214481	1686	1690	8192	131	1	203008	14592
213687	144754	14280	-1	0	1	30720	2048
166319	60049	7521	8192	0	1	82688	8704
194835	137338	2109	8192	256	1	6400	14080
21925	7435	16366	0	256	0	0	0
94631	67576	15716	-1	0	0	40192	512
294111	174929	15695	8192	256	1	270848	512
218260	124181	14295	-1	0	0	201984	2048
291061	97182	15499	0	0	0	0	768
343335	336540	12017	-1	256	0	12032	4352
15736	3941	8459	4096	0	0	1792	4251
302331	9659	3017	8192	0	1	259072	13312
58290	33478	4528	4096	256	1	38400	11776
188604	98059	12352	4096	256	1	35328	3840
349106	59816	4931	4096	256	1	125184	11264
166095	29925	8723	-1	0	0	43520	7424
205495	120364	9155	4096	131	1	153600	7168
230263	110811	944	8192	0	1	75520	15360
196159	113867	6723	0	0	0	0	9472
199444	88992	8074	-1	131	0	189952	8192
205743	76176	12534	8192	0	1	84736	3840
102009	50533	16291	4096	0	1	68352	0
307446	161760	1829	-1	131	1	52224	14336
193535	72679	2647	4096	0	1	33280	13568
2413	1381	14054	8192	131	1	768	1032
330042	135939	6946	4096	256	0	179968	7421
335979	11426	12581	-1	131	0	236288	3584
56808	12761	11768	8192	131	1	10496	4608
148549	25185	4651	8192	256	0	135168	7583
233553	106769	7536	8192	131	0	120320	7919
203548	31987	10694	-1	256	0	25344	5632
215761	113261	1366	8192	256	0	46336	9619
302197	8466	13539	8192	256	1	177664	2816
186799	16673	5192	-1	131	1	182528	11008
301404	167326	16219	-1	0	0	36352	0
154324	43287	6921	0	0	1	0	9216
208478	44303	10470	0	131	0	0	5888
187428	24200	2667	-1	131	0	163840	13568
118408	86353	12259	0	131	1	0	4096
334684	165081	1781	4096	0	0	24576	11047
309561	189156	10189	0	0	1	0	6144
256896	211078	11120	-1	256	1	23808	5120
177827	172023	2276	4096	0	1	143360	5804
92884	12078	610	8192	131	1	2560	15616
114796	29342	11873	0	0	1	0	4352
223514	78887	12840	4096	0	1	120576	3328
230349	203350	16041	4096	131	0	18432	256
323403	303672	15742	8192	131	1	63232	512
155916	95346	825	4096	131	1	90368	15360
239837	154582	13141	0	131	0	0	3072
166320	117204	3249	8192	256	1	108800	13056
253661	48416	11851	8192	0	1	121856	4352
274344	181543	9341	8192	0	1	7424	6912
345383	149069	10489	-1	131	1	275712	5888
282505	57932	5970	4096	256	1	6656	10240
330966	127415	4670	4096	131	0	209408	7753
349801	127918	3305	8192	0	0	111360	11346
58542	27328	1323	0	0	1	0	14848
31467	15125	5498	0	0	1	0	10752
292597	256875	5861	0	131	1	0	10496
84965	58714	3043	8192	0	0	76800	6822
242961	195252	11577	4096	131	0	52224	1356
66454	14153	7025	-1	256	1	48384	9216
36708	3707	15186	0	0	1	0	1024
228915	185975	7806	4096	131	0	103936	6537
305108	293243	3442	0	131	1	0	11865
230129	138694	16146	0	0	0	0	0
150607	28536	9322	8192	256	0	90880	4232
236085	128063	12477	0	131	0	0	3840
182126	159113	15981	0	0	1	0	256
9041	7535	16258	8192	0	1	5888	0
258347	173108	10985	8192	131	0	166400	5376
69417	26047	9116	8192	256	1	40192	7168
213643	49078	14258	8192	256	0	202240	74
124961	42809	12481	8192	0	0	98816	3840
5347	3537	2421	8192	256	1	2816	1810
263626	191391	10417	0	0	1	0	5888
313978	252081	6153	-1	131	0	285184	9984
121641	23660	11189	4096	256	1	78592	5120
246540	96572	5512	8192	256	1	211456	10752
181131	6983	3619	4096	256	0	11008	4025
174562	144747	5657	-1	256	0	131840	10496
198994	114668	4350	-1	131	1	110336	12032
31363	14483	6321	-1	131	1	7680	9984
98791	83203	5376	8192	131	0	5120	6909
315357	22217	2122	0	256	0	0	14080
261013	82924	13841	4096	256	1	114176	2304
42793	39750	9921	4096	131	0	4096	1210
173506	145446	4149	8192	256	1	47616	12032
172323	104809	6133	8192	256	0	155648	9879
307295	106383	4970	0	256	0	0	11264
224918	99398	12753	-1	131	0	211712	3584
85108	73021	12447	0	256	1	0	3840
259778	83423	12294	0	131	1	0	3840
329738	261422	8994	4096	0	1	97536	7168
304005	46944	3064	-1	0	1	129792	13312
268899	53674	86	-1	131	0	165888	16128
170551	54572	14770	0	0	1	0	1536
45864	13605	1344	4096	256	0	44288	10971
167850	74190	11463	4096	0	0	56320	3634
301693	43017	15213	-1	0	0	102144	1024
129078	67385	6895	0	131	0	0	9472
264459	228005	12122	8192	256	0	7936	1371
342047	261034	6410	-1	0	1	46592	9728
33887	30316	16189	4096	0	0	12544	0
297334	286570	14418	8192	0	1	4096	1792
177711	31063	16296	4096	0	0	87808	0
292743	130298	15160	4096	131	0	189184	774
285346	41527	12207	8192	256	0	259840	4096
45297	37581	7847	-1	131	1	41984	7716
117801	90429	877	8192	131	0	99072	7875
51469	23404	12845	-1	256	0	16896	3328
184994	172372	2776	0	256	1	0	12622
316171	177750	1024	4096	256	1	36096	15360
27120	5118	7348	4096	256	1	1536	8960
305850	122645	8547	8192	131	1	185344	7680
338436	216971	8209	4096	131	0	218368	1397
17776	8306	8718	4096	0	1	11776	7424
318749	275395	13327	8192	131	0	228608	2816
221122	178319	4563	0	131	0	0	11776
225483	44054	2625	8192	0	1	209920	13568
4637	1653	15250	0	256	1	0	1024
333016	263735	10843	8192	131	0	283904	5376
291099	99820	4965	0	256	0	0	11264
318409	241591	14675	4096	0	0	35840	73
246271	138664	15576	-1	0	1	151808	768
129257	59701	8042	0	131	1	0	8192
64849	60182	6516	0	131	0	0	4667
13064	1314	16207	0	131	1	0	0
145652	62503	10081	8192	131	1	88320	6144
120938	84652	4410	8192	131	1	110592	11776
155625	71597	7879	4096	256	1	91392	8448
191579	136607	5204	4096	131	1	125184	11008
72766	5966	14327	-1	0	0	70144	2048
43981	17947	1175	8192	131	1	14336	15104
90313	55780	2052	0	131	0	0	14080
273570	82978	2091	0	256	1	0	14080
340497	174823	9367	4096	0	1	186624	6912
85422	42079	11392	8192	131	0	26368	4864
241946	59691	5352	8192	256	1	84736	11008
23979	23261	2827	-1	0	1	256	718
17738	13006	9803	0	256	0	0	4732
205165	75206	573	-1	0	0	73984	15616
69067	26492	15906	8192	0	1	5120	256
259549	177232	15379	-1	256	1	44544	768
162075	142892	13489	4096	131	0	159488	468
186678	59952	13872	8192	256	0	173568	2304
345973	342890	11448	-1	0	0	124928	2966
262883	215890	11812	8192	256	0	169984	4352
130885	53394	5430	-1	256	0	16896	10752
235077	220728	12460	0	256	0	0	3840
329871	85224	13599	8192	256	0	225792	2560
270934	65780	6858	-1	0	1	56832	9472
44000	32917	15192	0	256	1	0	1024
48709	13512	9710	-1	131	1	11520	6656
180502	152927	2235	-1	256	0	84480	14080
345335	232647	7915	8192	256	1	172032	8448
299069	253396	5500	4096	0	0	194816	8748
166883	94115	1743	8192	131	1	121600	14592
123617	18065	8255	8192	131	0	47616	6511
137954	69357	2635	-1	256	0	80640	11283
279290	130442	11396	8192	0	0	172800	630
243415	38562	15227	8192	0	0	125184	1024
327960	237721	11638	4096	131	0	46592	3943
140789	51569	331	8192	256	1	2048	15872
162211	145807	10183	4096	0	0	68864	5745
1307	167	408	4096	0	1	256	1140
145907	50474	13587	0	131	1	0	2560
77679	39382	3290	4096	131	1	3840	13056
148772	49851	11076	8192	131	1	7936	5120
28060	26510	4486	-1	256	1	17152	1550
230954	110120	8066	-1	0	1	2560	8192
149964	5563	10581	8192	256	1	43008	5632
159793	74348	13378	4096	0	0	84480	2816
109056	5547	4902	8192	256	0	72448	10837
246569	91398	6654	4096	0	1	109056	9728
23935	16231	2515	0	0	0	0	7704
209525	10355	12108	-1	0	1	204032	4096
6376	4281	7620	8192	256	0	4608	327
329664	22152	15284	4096	256	0	130304	1024
107812	101935	14030	4096	0	0	18688	465
109837	2318	12166	0	0	1	0	4096
270769	234714	13268	4096	256	0	198912	2854
114242	7876	2944	4096	256	0	7424	12604
120921	14970	3415	8192	131	1	99328	12800
302283	24697	5569	0	256	0	0	10752
330973	32896	6733	-1	0	0	21248	9472
168442	150356	15555	4096	131	1	89856	768
77062	25940	793	8192	131	1	71424	15360
154415	80490	12212	-1	256	0	145664	4096
324294	9572	10791	0	131	0	0	5376
279105	218003	16214	0	256	1	0	0
266842	25701	5432	4096	256	0	18688	7067
293469	176371	2365	4096	0	0	235776	12045
70021	66507	13631	-1	256	1	8192	2560
140722	87796	12024	0	0	1	0	4352
159513	27770	11031	8192	0	1	70400	5120
269714	2749	4763	4096	0	0	4352	1603
346093	293702	4582	4096	131	1	72704	11776
199489	167632	2505	8192	131	1	136448	13824
86217	40163	14515	-1	256	0	35072	1792
243292	126759	10490	4096	256	1	74752	5888
117555	60450	10414	0	256	1	0	5888
14802	11713	14757	-1	131	1	12288	1536
256886	128133	2051	-1	0	0	215808	14080
146898	137121	13666	8192	256	0	102912	2143
342618	235114	11614	8192	0	0	242432	2454
101555	73736	9325	-1	256	0	35328	6912
129612	73531	13425	0	256	1	0	2816
262704	123240	10538	8192	256	1	103936	5632
145093	104842	6849	0	256	0	0	9472
255956	77892	4174	0	131	0	0	12032
306841	164036	12182	8192	0	1	71936	4096
282732	81896	13925	0	131	1	0	2304
126487	88443	13583	0	131	0	0	2560
172482	117822	7459	0	131	0	0	8704
195866	73133	4129	-1	256	0	39424	12032
299074	291913	3986	0	0	1	0	7161
296019	160549	9780	4096	0	1	144384	6400
318658	287332	10440	8192	0	1	98048	5888
232276	129068	15686	8192	0	0	211968	512
97904	12350	4142	0	256	0	0	12032
223787	143623	6897	0	256	0	0	9472
104081	967	5028	4096	256	1	32000	11264
12224	5347	15676	8192	0	1	2048	512
286097	117182	6697	8192	0	1	103168	9472
261275	81626	9062	4096	0	1	252160	7168
316077	179439	821	4096	131	0	12032	13073
192880	187409	9017	0	131	1	0	5471
93380	44823	15712	8192	256	1	89856	512
226774	32151	6745	0	256	0	0	9472
149881	113118	819	-1	256	1	137728	15360
109831	28702	11758	8192	0	0	93696	4066
17225	59	6227	0	256	0	0	9984
194929	29458	327	8192	0	0	57600	11502
313739	296496	14311	4096	131	0	164352	2048
311933	184598	1324	4096	131	1	197888	14848
32826	16891	1254	0	131	1	0	15104
301722	131250	6415	4096	256	0	114176	8014
5425	904	344	0	256	0	0	4521
315321	25605	10094	8192	256	1	76800	6144
109656	10422	4962	0	131	0	0	11264
207160	52522	1953	8192	0	0	112896	13014
282649	230759	7036	0	131	0	0	9216
262063	256821	7220	0	256	0	0	5242
257477	230056	12472	-1	131	0	61440	3840
146922	145322	11996	-1	131	1	125696	1600
205870	175074	5037	-1	0	1	96256	11264
240407	12695	10837	4096	256	0	229888	3689
314116	21551	10699	8192	0	1	269568	5632
140844	39279	12996	4096	0	1	3584	3328
22389	19699	58	-1	0	1	4096	2690
338663	197377	2378	8192	256	1	157952	13824
127006	21734	12016	-1	131	1	12288	4352
62419	16300	5372	-1	256	1	768	11008
330665	216017	1360	-1	256	0	279552	14848
150152	137083	1718	-1	131	0	71168	12933
24478	18696	3577	8192	0	1	2304	5782
277366	152230	8093	8192	131	0	120832	3418
257810	197323	5889	8192	131	0	230656	7477
217677	200018	7293	4096	131	1	104704	8960
319094	90799	6699	4096	131	1	49408	9472
312327	819	11728	-1	131	0	137216	4608
78588	15524	5606	-1	131	0	40704	10752
235103	38951	8605	0	131	1	0	7680
72934	50635	8273	0	131	1	0	7936
8625	1449	3204	8192	256	0	4096	2647
21278	6343	3129	8192	0	0	8192	1849
321469	301379	12784	0	131	0	0	3584
44180	5187	11227	-1	131	0	1536	5120
312123	24911	5238	0	256	0	0	11008
6195	5392	13459	4096	131	0	5632	240
29624	3976	14455	8192	0	0	7936	1792
29524	17118	14771	4096	256	0	9728	1536
255519	69968	11402	8192	0	0	10752	3760
101081	100159	13052	8192	0	0	70912	705
48298	32321	1893	-1	131	0	22528	14336
45980	27330	10032	-1	0	0	39936	6144
104534	100837	5488	-1	256	0	11776	3355
225008	5350	15646	8192	256	0	20480	512
36331	22019	13078	-1	0	1	19968	3072
230455	28692	4981	-1	131	0	23552	11264
87750	19262	3111	-1	256	1	7424	13056
115217	108270	3508	-1	131	0	50432	6674
2625	391	14491	4096	131	0	0	1792
175894	170556	11485	-1	0	0	48896	4864
271337	196878	16094	-1	131	0	205824	256
69211	38971	15354	0	256	0	0	1024
17547	10698	14131	4096	0	0	5888	1590
294977	22512	900	0	0	0	0	15360
281331	47442	11056	-1	256	0	273408	5120
115048	44001	11488	4096	0	0	18176	1055
343131	216433	14149	0	131	0	0	2048
83753	42433	15399	0	0	0	0	768
30352	1204	16318	8192	0	0	9728	0
225874	224534	2568	8192	131	1	134400	1340
57741	39767	13632	4096	0	0	41984	1193
92998	33051	13569	-1	0	0	34560	1509
203943	34489	5610	4096	256	0	177408	10567
273164	240051	5047	-1	131	1	33536	11264
133751	31084	3073	-1	0	0	64512	13056
5016	2598	1862	-1	256	1	3328	2418
147055	135206	11270	-1	0	0	83712	4864
323845	22320	14468	8192	0	1	231680	1792
25049	22787	332	4096	256	1	3328	2262
80042	55354	3614	-1	131	1	41216	12544
208024	161291	4077	4096	131	1	32000	12288
304162	55049	12631	0	256	0	0	3584
110618	59786	62	4096	0	0	88576	13942
212048	60089	16300	4096	0	0	22784	0
127016	126132	2889	-1	131	0	91648	588
312752	272477	10991	4096	131	0	192256	1955
79033	76165	7615	-1	0	0	7168	2683
306916	247115	471	4096	131	0	279040	15029
200828	25131	1412	0	256	0	0	14848
77627	61262	12318	-1	131	0	3072	3840
139502	64145	14254	8192	0	0	49920	1391
264165	215550	4085	4096	256	1	219392	12288
134754	88822	2559	0	0	1	0	13824
118943	35749	15687	0	131	1	0	512
203388	157631	13506	0	131	0	0	2816
289542	185224	1440	0	0	0	0	14848
321834	30447	12715	4096	256	0	135680	2321
136873	120444	3843	-1	131	0	61696	12288
184813	95499	3919	8192	256	1	184064	12288
309752	167447	9524	4096	131	1	112640	6656
111299	31536	6481	-1	0	1	37888	9728
170070	72123	12414	4096	0	0	168960	1605
35715	32902	15104	-1	131	0	32256	1280
67780	7063	7237	-1	0	0	17664	8960
98903	66353	6498	8192	256	0	54784	7375
162900	33613	12727	0	131	1	0	3584
343734	67423	12924	4096	0	1	93952	3328
349326	57749	4706	0	131	1	0	11520
91024	80902	12515	8192	256	1	59648	3840
223416	3846	896	0	0	0	0	15360
185223	120734	16225	8192	0	1	158208	0
35073	24397	5364	0	0	0	0	10676
75815	7829	15955	0	131	0	0	256
78732	44290	12330	0	131	0	0	3840
68114	5428	8551	0	131	0	0	7680
52213	15691	14681	8192	256	1	18176	1536
321678	111973	2069	0	0	0	0	14080
207758	44700	14583	4096	0	1	35584	1792
213172	75787	7342	-1	256	1	119296	8960
225928	191770	6182	0	131	0	0	9984
145008	3475	14575	-1	0	1	113408	1792
135771	20195	7644	8192	131	0	85504	4381
106400	43981	9412	-1	256	1	61952	6912
18728	5193	5772	-1	131	0	5888	695
62808	44288	6545	-1	256	1	52224	9728
263732	241736	3218	8192	0	0	137472	12216
301508	142051	8480	8192	131	1	265472	7680
190502	116463	8595	0	131	1	0	7680
293396	121510	3403	0	131	1	0	12800
341089	89844	1977	0	0	0	0	14336
312919	155065	13908	-1	0	0	184832	2304
31870	16040	7228	8192	131	0	18688	2648
163731	79855	6540	4096	0	0	73728	6161
252573	191287	14204	8192	256	1	214272	2048
33488	10606	7888	0	0	1	0	8448
52671	20156	14534	8192	0	1	26624	1792
34022	852	6079	8192	256	1	18176	10240
312168	132503	3286	-1	0	1	178432	13056
215732	198558	4774	-1	131	1	67328	11520
163887	95925	15203	0	256	1	0	1024
23212	12277	3156	8192	0	1	18432	10935
161746	42530	8835	-1	256	0	158720	7424
109246	36223	9617	8192	256	1	26624	6656
41933	5772	14143	0	131	0	0	2048
181117	141124	11948	0	256	0	0	4352
198867	112041	4415	4096	131	0	61184	10839
201308	90694	14820	4096	0	0	85760	1536
28465	5675	11783	-1	0	0	21504	4352
293362	171841	9617	4096	0	1	290048	6656
87987	79253	7133	0	256	0	0	8734
